@relation user_behaviour-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute id numeric
@attribute user_id numeric
@attribute event_id numeric
@attribute interaction_type {browse,view,purchase,add_to_wishlist,remove_from_wishlist,view_friend_profile}
@attribute interaction_timestamp numeric
@attribute event_category_id numeric
@attribute event_location {'Manchester, UK','Edinburgh, UK','Leeds, UK','Birmingham, UK','London, UK','Bristol, UK','Warwick, UK','Coventry, UK','Northampton, UK','Liverpool, UK','Newcastle, UK','Leicester, UK','Derby, UK'}
@attribute session_length numeric
@attribute friend_id numeric
@attribute date_filter {within-1-month,this-week,within-2-weeks,today,this-month}
@attribute price_filter {between-30-and-100,under-30,over-100,free}
@attribute location_filter {Birmingham,London,'Birmingham, UK',Bristol,'Bristol, UK','London, UK',Nightlife,london,AI,Liverpool,business,'Northampton, UK','Warwick, UK',Coventry,LiverpooL}
@attribute preferred_category1 numeric
@attribute preferred_category2 numeric
@attribute preferred_category3 numeric
@attribute ticket_id numeric
@attribute user_location {Birmingham,Coventry,London,Manchester,Liverpool,'Warwick, UK','London, UK','Coventry, UK','Birmingham, UK'}

@data
64,8,19.731132,browse,1729840957472,6.334906,'Birmingham, UK',2.774,4.607143,within-1-month,under-30,London,1,2,6,45,Birmingham
65,8,7,add_to_wishlist,1729840957483,1,'London, UK',8.443679,4.607143,within-1-month,under-30,London,1,6,2,45,Birmingham
66,8,19.731132,browse,1729840964688,6.334906,'Birmingham, UK',7.116,4.607143,within-1-month,under-30,London,1,6,2,45,Birmingham
67,8,19.731132,browse,1729840968293,6.334906,'Birmingham, UK',3.5,4.607143,within-1-month,under-30,London,1,2,6,45,Birmingham
68,8,19.731132,browse,1729840974365,6.334906,'Birmingham, UK',6.009,4.607143,within-1-month,between-30-and-100,London,6,2,1,45,Birmingham
69,8,19.731132,browse,1729840976814,6.334906,'Birmingham, UK',2.402,4.607143,today,between-30-and-100,London,6,1,2,45,Birmingham
70,8,19.731132,browse,1729840980504,6.334906,'Birmingham, UK',3.658,4.607143,this-week,between-30-and-100,London,1,6,2,45,Birmingham
71,8,19.731132,browse,1729840983020,6.334906,'Birmingham, UK',2.474,4.607143,within-2-weeks,between-30-and-100,London,1,6,2,45,Birmingham
72,8,19.731132,browse,1729840984901,6.334906,'Birmingham, UK',1.835,4.607143,within-2-weeks,between-30-and-100,London,6,2,1,45,Birmingham
73,8,19.731132,browse,1729840988037,6.334906,'Birmingham, UK',3.044,4.607143,within-1-month,under-30,London,6,2,1,45,Birmingham
74,6,11,view,1729841269874,6,'Leeds, UK',3.642,4.607143,within-1-month,under-30,London,7,2,6,45,Birmingham
75,6,10,view,1729841272214,1,'Manchester, UK',1.279,4.607143,within-1-month,under-30,London,6,2,7,45,Birmingham
76,6,8,view,1729841275818,1,'Bristol, UK',1.51,4.607143,within-1-month,under-30,London,2,6,7,45,Birmingham
77,6,19.731132,browse,1729841396089,6.334906,'Birmingham, UK',3.579,4.607143,within-1-month,under-30,London,6,7,2,45,Birmingham
78,6,19.731132,browse,1729841397940,6.334906,'Birmingham, UK',1.78,4.607143,within-1-month,between-30-and-100,London,7,2,6,45,Birmingham
79,6,19.731132,browse,1729841407156,6.334906,'Birmingham, UK',1.457,4.607143,within-1-month,under-30,London,7,2,6,45,Birmingham
80,6,19.731132,browse,1729841409065,6.334906,'Birmingham, UK',1.804,4.607143,this-month,under-30,London,7,2,6,45,Birmingham
81,6,7,view,1729841417418,1,'London, UK',6.23,4.607143,within-1-month,under-30,London,7,6,2,45,Birmingham
82,6,7,purchase,1729841418451,1,'London, UK',8.443679,4.607143,within-1-month,under-30,London,2,6,7,23,Birmingham
83,6,19.731132,view_friend_profile,1729841431391,6.334906,'Birmingham, UK',8.443679,1,within-1-month,under-30,London,7,2,6,45,Birmingham
84,6,7,view,1729857610762,1,'London, UK',3.624,4.607143,within-1-month,under-30,London,2,7,6,45,Birmingham
85,6,7,purchase,1729857611926,1,'London, UK',8.443679,4.607143,within-1-month,under-30,London,6,2,7,24,Birmingham
86,9,19.731132,browse,1729876558933,6.334906,'Birmingham, UK',5.528,4.607143,within-1-month,under-30,London,1,2,7,45,London
87,9,7,view,1729876566563,1,'London, UK',4.78,4.607143,within-1-month,under-30,London,7,1,2,45,London
88,6,9,add_to_wishlist,1729877444307,4,'Edinburgh, UK',8.443679,4.607143,within-1-month,under-30,London,2,7,6,45,Birmingham
89,6,19.731132,browse,1729877449050,6.334906,'Birmingham, UK',4.644,4.607143,within-1-month,under-30,London,6,7,2,45,Birmingham
90,6,19.731132,browse,1729877451780,6.334906,'Birmingham, UK',2.616,4.607143,this-week,under-30,London,2,7,6,45,Birmingham
91,6,19.731132,browse,1729877927015,6.334906,'Birmingham, UK',32.719,4.607143,within-1-month,under-30,Birmingham,2,6,7,45,Birmingham
92,6,19.731132,browse,1729879088597,6.334906,'Birmingham, UK',6.546,4.607143,within-1-month,under-30,London,2,7,6,45,Birmingham
93,6,19.731132,browse,1729879131423,6.334906,'Birmingham, UK',42.759,4.607143,within-1-month,under-30,London,6,2,7,45,Birmingham
94,6,19.731132,browse,1729879258211,6.334906,'Birmingham, UK',126.684,4.607143,within-1-month,under-30,London,6,2,7,45,Birmingham
95,6,19.731132,browse,1729879262344,6.334906,'Birmingham, UK',4.066,4.607143,within-1-month,under-30,London,6,7,2,45,Birmingham
96,6,19.731132,browse,1729879281712,6.334906,'Birmingham, UK',19.231,4.607143,within-1-month,under-30,Birmingham,2,6,7,45,Birmingham
97,6,19.731132,browse,1729879851910,6.334906,'Birmingham, UK',6.293,4.607143,within-1-month,under-30,Birmingham,6,2,7,45,Birmingham
98,6,19.731132,browse,1729879882923,6.334906,'Birmingham, UK',30.911,4.607143,within-1-month,under-30,Birmingham,2,7,6,45,Birmingham
99,6,19.731132,browse,1729879963895,6.334906,'Birmingham, UK',4.86,4.607143,within-1-month,under-30,Birmingham,2,7,6,45,Birmingham
100,6,19.731132,browse,1729879987881,6.334906,'Birmingham, UK',23.929,4.607143,within-1-month,under-30,Birmingham,2,7,6,45,Birmingham
101,6,19.731132,browse,1729881444697,6.334906,'Birmingham, UK',10.927,4.607143,this-month,under-30,Birmingham,7,2,6,45,Birmingham
102,6,19.731132,browse,1729881533439,6.334906,'Birmingham, UK',68.348,4.607143,within-1-month,under-30,Birmingham,2,7,6,45,Birmingham
103,6,19.731132,browse,1729881555816,6.334906,'Birmingham, UK',22.283,4.607143,within-1-month,under-30,'Birmingham, UK',7,2,6,45,Birmingham
104,6,19.731132,browse,1729881583200,6.334906,'Birmingham, UK',5.559,4.607143,within-1-month,under-30,Birmingham,2,6,7,45,Birmingham
105,6,19.731132,browse,1729881911979,6.334906,'Birmingham, UK',328.64,4.607143,within-1-month,under-30,'Birmingham, UK',6,7,2,45,Birmingham
106,6,19.731132,browse,1729881925042,6.334906,'Birmingham, UK',12.941,4.607143,within-1-month,under-30,London,6,2,7,45,Birmingham
107,6,19.731132,browse,1729881936540,6.334906,'Birmingham, UK',11.42,4.607143,within-1-month,under-30,London,2,6,7,45,Birmingham
108,6,19.731132,browse,1729881948844,6.334906,'Birmingham, UK',12.253,4.607143,within-1-month,under-30,Birmingham,7,2,6,45,Birmingham
109,6,19.731132,browse,1729881962397,6.334906,'Birmingham, UK',6.613,4.607143,within-1-month,under-30,London,2,6,7,45,Birmingham
110,6,19.731132,browse,1729881974809,6.334906,'Birmingham, UK',12.315,4.607143,within-1-month,under-30,London,6,7,2,45,Birmingham
111,6,19.731132,browse,1729882169376,6.334906,'Birmingham, UK',9.888,4.607143,within-1-month,under-30,Bristol,7,2,6,45,Birmingham
112,6,19.731132,browse,1729882175985,6.334906,'Birmingham, UK',6.532,4.607143,within-1-month,under-30,'Bristol, UK',7,2,6,45,Birmingham
113,1,19.731132,browse,1729882339135,6.334906,'Birmingham, UK',5.176,4.607143,within-1-month,under-30,London,7,1,6,45,London
114,1,19.731132,browse,1729882352518,6.334906,'Birmingham, UK',13.335,4.607143,within-1-month,under-30,London,1,7,6,45,London
115,1,19.731132,browse,1729882357369,6.334906,'Birmingham, UK',4.777,4.607143,within-1-month,under-30,London,6,7,1,45,London
116,1,19.731132,browse,1729882366054,6.334906,'Birmingham, UK',8.605,4.607143,within-1-month,under-30,'London, UK',7,1,6,45,London
117,6,19.731132,browse,1729883197196,6.334906,'Birmingham, UK',4.135,4.607143,within-1-month,under-30,London,6,2,7,45,Birmingham
118,6,19.731132,browse,1729883234177,6.334906,'Birmingham, UK',4.406,4.607143,within-1-month,under-30,London,6,7,2,45,Birmingham
119,6,19.731132,browse,1729883430131,6.334906,'Birmingham, UK',195.858,4.607143,within-1-month,under-30,Nightlife,7,2,6,45,Birmingham
120,6,19.731132,browse,1729883451428,6.334906,'Birmingham, UK',21.183,4.607143,within-1-month,between-30-and-100,London,2,7,6,45,Birmingham
121,6,19.731132,browse,1729883456375,6.334906,'Birmingham, UK',4.829,4.607143,within-1-month,over-100,London,2,7,6,45,Birmingham
122,6,19.731132,browse,1729883459717,6.334906,'Birmingham, UK',3.241,4.607143,within-1-month,free,London,6,7,2,45,Birmingham
123,6,19.731132,browse,1729883466827,6.334906,'Birmingham, UK',7.033,4.607143,within-1-month,free,London,2,6,7,45,Birmingham
124,6,19.731132,browse,1729883527529,6.334906,'Birmingham, UK',5.992,4.607143,within-1-month,under-30,london,2,6,7,45,Birmingham
125,6,19.731132,browse,1729883653473,6.334906,'Birmingham, UK',4.013,4.607143,within-1-month,under-30,London,2,6,7,45,Birmingham
126,2,20,view,1729886223507,10,'London, UK',3.933,4.607143,within-1-month,under-30,London,4.331695,4.80344,5.002457,45,Birmingham
127,2,20,view,1729886233061,10,'London, UK',2.052,4.607143,within-1-month,under-30,London,4.331695,4.80344,5.002457,45,Birmingham
128,3,19.731132,browse,1729886255660,6.334906,'Birmingham, UK',4.074,4.607143,within-1-month,under-30,London,6,1,7,45,Coventry
129,3,17,view,1729886259984,15,'Warwick, UK',2.793,4.607143,within-1-month,under-30,London,6,1,7,45,Coventry
130,3,14,view,1729886271534,3,'Birmingham, UK',2.66,4.607143,within-1-month,under-30,London,6,7,1,45,Coventry
131,3,16,view,1729886277427,4,'Coventry, UK',3.467,4.607143,within-1-month,under-30,London,7,6,1,45,Coventry
132,8,7,view,1729886489896,1,'London, UK',9.073,4.607143,within-1-month,under-30,London,1,2,6,45,Birmingham
133,8,15,view,1729887232397,2,'Northampton, UK',3.793,4.607143,within-1-month,under-30,London,1,2,6,45,Birmingham
134,8,16,view,1729887239314,4,'Coventry, UK',2.531,4.607143,within-1-month,under-30,London,6,1,2,45,Birmingham
135,8,19.731132,browse,1729887245122,6.334906,'Birmingham, UK',5.707,4.607143,within-1-month,over-100,London,2,1,6,45,Birmingham
136,8,19.731132,browse,1729887249796,6.334906,'Birmingham, UK',4.561,4.607143,within-1-month,over-100,London,6,2,1,45,Birmingham
137,8,19.731132,browse,1729887254425,6.334906,'Birmingham, UK',2.703,4.607143,within-1-month,under-30,London,1,6,2,45,Birmingham
138,8,20,view,1729887258278,10,'London, UK',2.008,4.607143,within-1-month,under-30,London,1,2,6,45,Birmingham
139,8,19.731132,browse,1729887261291,6.334906,'Birmingham, UK',2.944,4.607143,within-1-month,under-30,London,1,2,6,45,Birmingham
140,8,20,add_to_wishlist,1729887262516,10,'London, UK',8.443679,4.607143,within-1-month,under-30,London,2,6,1,45,Birmingham
141,8,11,view,1729887271119,6,'Leeds, UK',4.593,4.607143,within-1-month,under-30,London,1,2,6,45,Birmingham
142,8,11,purchase,1729887272098,6,'Leeds, UK',8.443679,4.607143,within-1-month,under-30,London,6,1,2,25,Birmingham
143,6,19.731132,view_friend_profile,1729887348832,6.334906,'Birmingham, UK',8.443679,1,within-1-month,under-30,London,6,2,7,45,Birmingham
144,7,19.731132,view_friend_profile,1729887410223,6.334906,'Birmingham, UK',8.443679,6,within-1-month,under-30,London,1,7,4,45,Manchester
145,7,7,add_to_wishlist,1729887415042,1,'London, UK',8.443679,4.607143,within-1-month,under-30,London,7,4,1,45,Manchester
146,7,13,view,1729887421292,7,'Birmingham, UK',2.133,4.607143,within-1-month,under-30,London,1,7,4,45,Manchester
147,7,13,purchase,1729887422265,7,'Birmingham, UK',8.443679,4.607143,within-1-month,under-30,London,1,7,4,26,Manchester
148,6,19.731132,view_friend_profile,1729887566649,6.334906,'Birmingham, UK',8.443679,3,within-1-month,under-30,London,2,7,6,45,Birmingham
149,6,21,view,1729887590828,12,'Coventry, UK',4.011,4.607143,within-1-month,under-30,London,2,7,6,45,Birmingham
150,6,21,add_to_wishlist,1729887598046,12,'Coventry, UK',8.443679,4.607143,within-1-month,under-30,London,2,7,6,45,Birmingham
151,6,13,view,1729887627875,7,'Birmingham, UK',2.447,4.607143,within-1-month,under-30,London,7,2,6,45,Birmingham
152,6,13,purchase,1729887628681,7,'Birmingham, UK',8.443679,4.607143,within-1-month,under-30,London,7,2,6,27,Birmingham
153,6,17,view,1729887808420,15,'Warwick, UK',7.896,4.607143,within-1-month,under-30,London,7,2,6,45,Birmingham
154,5,19.731132,browse,1729941109190,6.334906,'Birmingham, UK',7.142,4.607143,within-1-month,under-30,AI,3,5,4,45,Coventry
155,5,19.731132,browse,1729941115271,6.334906,'Birmingham, UK',5.966,4.607143,within-1-month,under-30,London,3,5,4,45,Coventry
156,5,17,add_to_wishlist,1729941117092,15,'Warwick, UK',8.443679,4.607143,within-1-month,under-30,London,4,3,5,45,Coventry
157,5,11,view,1729941123386,6,'Leeds, UK',3.557,4.607143,within-1-month,under-30,London,3,4,5,45,Coventry
158,5,14,add_to_wishlist,1729941127966,3,'Birmingham, UK',8.443679,4.607143,within-1-month,under-30,London,5,3,4,45,Coventry
159,5,14,view,1729941136683,3,'Birmingham, UK',5.374,4.607143,within-1-month,under-30,London,4,5,3,45,Coventry
160,5,14,purchase,1729941139874,3,'Birmingham, UK',8.443679,4.607143,within-1-month,under-30,London,3,4,5,28,Coventry
161,5,19.731132,browse,1729941145996,6.334906,'Birmingham, UK',3.322,4.607143,within-2-weeks,under-30,London,4,3,5,45,Coventry
162,5,22,add_to_wishlist,1729941148975,11,'Coventry, UK',8.443679,4.607143,within-1-month,under-30,London,5,3,4,45,Coventry
163,5,19.731132,browse,1729941152835,6.334906,'Birmingham, UK',3.759,4.607143,this-month,under-30,London,3,4,5,45,Coventry
164,5,7,view,1729941158634,1,'London, UK',3.368,4.607143,within-1-month,under-30,London,3,5,4,45,Coventry
165,5,7,purchase,1729941159555,1,'London, UK',8.443679,4.607143,within-1-month,under-30,London,5,4,3,29,Coventry
166,5,19.731132,browse,1729941164896,6.334906,'Birmingham, UK',3.621,4.607143,within-1-month,over-100,London,3,5,4,45,Coventry
167,5,16,view,1729941175972,4,'Coventry, UK',3.782,4.607143,within-1-month,under-30,London,5,3,4,45,Coventry
168,5,16,purchase,1729941176929,4,'Coventry, UK',8.443679,4.607143,within-1-month,under-30,London,5,4,3,30,Coventry
169,5,19.731132,view_friend_profile,1729941184902,6.334906,'Birmingham, UK',8.443679,1,within-1-month,under-30,London,3,4,5,45,Coventry
170,5,13,remove_from_wishlist,1729941197714,7,'Birmingham, UK',8.443679,4.607143,within-1-month,under-30,London,3,4,5,45,Coventry
171,5,19.731132,browse,1729941202305,6.334906,'Birmingham, UK',4.501,4.607143,within-1-month,free,London,4,5,3,45,Coventry
172,5,19.731132,browse,1729941206489,6.334906,'Birmingham, UK',4.115,4.607143,within-1-month,free,London,4,5,3,45,Coventry
173,5,11,view,1729941218601,6,'Leeds, UK',9.635,4.607143,within-1-month,under-30,London,3,4,5,45,Coventry
174,5,11,purchase,1729941219836,6,'Leeds, UK',8.443679,4.607143,within-1-month,under-30,London,3,5,4,31,Coventry
175,7,15,view,1729941292275,2,'Northampton, UK',3.501,4.607143,within-1-month,under-30,London,1,4,7,45,Manchester
176,7,15,purchase,1729941293148,2,'Northampton, UK',8.443679,4.607143,within-1-month,under-30,London,4,7,1,32,Manchester
177,7,17,view,1729941305842,15,'Warwick, UK',2.548,4.607143,within-1-month,under-30,London,4,7,1,45,Manchester
178,7,17,purchase,1729941306880,15,'Warwick, UK',8.443679,4.607143,within-1-month,under-30,London,4,7,1,33,Manchester
179,7,19.731132,browse,1729941317220,6.334906,'Birmingham, UK',6.26,4.607143,within-1-month,under-30,London,1,4,7,45,Manchester
180,7,12,add_to_wishlist,1729941322091,3,'Birmingham, UK',8.443679,4.607143,within-1-month,under-30,London,4,7,1,45,Manchester
181,7,19.731132,browse,1729941326994,6.334906,'Birmingham, UK',4.8,4.607143,within-1-month,free,London,4,7,1,45,Manchester
182,7,12,view,1729941337478,3,'Birmingham, UK',7.027,4.607143,within-1-month,under-30,London,4,7,1,45,Manchester
183,7,12,purchase,1729941338367,3,'Birmingham, UK',8.443679,4.607143,within-1-month,under-30,London,1,4,7,34,Manchester
184,7,19.731132,browse,1729941344269,6.334906,'Birmingham, UK',3.023,4.607143,within-1-month,over-100,London,1,4,7,45,Manchester
185,7,14,view,1729941353001,3,'Birmingham, UK',2.793,4.607143,within-1-month,under-30,London,1,7,4,45,Manchester
186,7,14,purchase,1729941353977,3,'Birmingham, UK',8.443679,4.607143,within-1-month,under-30,London,7,1,4,35,Manchester
187,7,19.731132,view_friend_profile,1729941361586,6.334906,'Birmingham, UK',8.443679,6,within-1-month,under-30,London,1,4,7,45,Manchester
188,7,10,add_to_wishlist,1729941373500,1,'Manchester, UK',8.443679,4.607143,within-1-month,under-30,London,7,1,4,45,Manchester
189,7,14,add_to_wishlist,1729941378449,3,'Birmingham, UK',8.443679,4.607143,within-1-month,under-30,London,7,1,4,45,Manchester
190,7,7,remove_from_wishlist,1729941379780,1,'London, UK',8.443679,4.607143,within-1-month,under-30,London,7,4,1,45,Manchester
191,7,11,view,1729941390048,6,'Leeds, UK',8.343,4.607143,within-1-month,under-30,London,7,1,4,45,Manchester
192,7,19.731132,browse,1729941393158,6.334906,'Birmingham, UK',3.033,4.607143,within-1-month,under-30,London,1,4,7,45,Manchester
193,7,24,add_to_wishlist,1729941395332,8,'Coventry, UK',8.443679,4.607143,within-1-month,under-30,London,1,4,7,45,Manchester
194,7,20,view,1729941408108,10,'London, UK',2.858,4.607143,within-1-month,under-30,London,4,1,7,45,Manchester
